_id,date,CO_moyen,PM2.5_moyen
65709bbb119ba6d28706c08d,2023-04-29,-0.2510087133,3.8615143208
65709bbb119ba6d28706c08e,2023-04-30,-0.3628788954,4.1222222667
65709bbb119ba6d28706c08f,2023-05-01,-0.3703066433,6.4512993125
65709bbb119ba6d28706c090,2023-05-02,-0.2584904554,4.0076612875
65709bbb119ba6d28706c091,2023-05-03,-0.236074739,2.0859766958
65709bbb119ba6d28706c092,2023-05-04,-0.199210311,3.362813625
65709bbb119ba6d28706c093,2023-05-05,-0.2292306229,3.7848607083
65709bbb119ba6d28706c094,2023-05-06,-0.2305180907,5.0273745667
65709bbb119ba6d28706c095,2023-05-07,-0.1560908767,8.7951612208
65709bbb119ba6d28706c096,2023-05-08,-0.3702625168,3.8190395208
65709bbb119ba6d28706c097,2023-05-09,-0.4054718521,4.8363351042
65709bbb119ba6d28706c098,2023-05-10,-0.3451211908,6.9330198958
65709bbb119ba6d28706c099,2023-05-11,-0.2485487007,4.3861110458
65709bbb119ba6d28706c09a,2023-05-12,-0.2057014655,5.081227575
65709bbb119ba6d28706c09b,2023-05-13,-0.2889952339,5.8347736909
65709bbb119ba6d28706c09c,2023-05-14,-0.2315635575,3.90000005
65709bbb119ba6d28706c09d,2023-05-15,-0.14551114,8.8114247042
65709bbb119ba6d28706c09e,2023-05-16,-0.1496907145,9.3069674833
65709bbb119ba6d28706c09f,2023-05-17,-0.23853618,4.9521072208
65709bbb119ba6d28706c0a0,2023-05-18,-0.1968145719,4.2147849433
65709bbb119ba6d28706c0a1,2023-05-19,-0.1859796233,4.466418625
65709bbb119ba6d28706c0a2,2023-05-20,-0.1564947481,3.3681003917
65709bbb119ba6d28706c0a3,2023-05-21,-0.2344234758,3.3251344375
65709bbb119ba6d28706c0a4,2023-05-22,-0.2599190528,4.375985725
65709bbb119ba6d28706c0a5,2023-05-23,-0.2675799835,4.4811380083
65709bbb119ba6d28706c0a6,2023-05-24,-0.3436896771,3.0562461583
65709bbb119ba6d28706c0a7,2023-05-25,-0.1636166663,5.9232078708
65709bbb119ba6d28706c0a8,2023-05-26,-0.2616281846,5.0935484
65709bbb119ba6d28706c0a9,2023-05-27,-0.2164655927,7.8887096792
65709bbb119ba6d28706c0aa,2023-05-28,-0.1848593139,5.99601255
65709bbb119ba6d28706c0ab,2023-05-29,-0.3635759439,4.0649212944
65709bbb119ba6d28706c0ac,2023-05-30,-0.3474579698,5.369982
65709bbb119ba6d28706c0ad,2023-05-31,-0.2970174483,5.0997759292
65709bbb119ba6d28706c0ae,2023-06-01,-0.1086151545,6.2351253958
65709bbb119ba6d28706c0af,2023-06-02,-0.0899941217,7.8705197208
65709bbb119ba6d28706c0b0,2023-06-03,-0.1984459855,6.6617832
65709bbb119ba6d28706c0b1,2023-06-04,-0.240669361,8.9655019833
65709bbb119ba6d28706c0b2,2023-06-05,-0.2274533428,11.2317348083
65709bbb119ba6d28706c0b3,2023-06-06,-0.2782856014,7.0465054708
65709bbb119ba6d28706c0b4,2023-06-07,-0.1540057456,5.170161325
65709bbb119ba6d28706c0b5,2023-06-08,-0.1583739519,8.963172
65709bbb119ba6d28706c0b6,2023-06-09,-0.1891361229,7.6681899292
65709bbb119ba6d28706c0b7,2023-06-10,-0.1026305356,7.0482078792
65709bbb119ba6d28706c0b8,2023-06-11,-0.2275042575,6.5180107917
65709bbb119ba6d28706c0b9,2023-06-12,-0.2919186452,6.5434587917
65709bbb119ba6d28706c0ba,2023-06-13,-0.2178732458,9.6458779917
65709bbb119ba6d28706c0bb,2023-06-14,-0.3375599158,5.4534049917
65709bbb119ba6d28706c0bc,2023-06-15,-0.3136557329,6.4918085583
65709bbb119ba6d28706c0bd,2023-06-16,-0.2357685285,7.3623841625
65709bbb119ba6d28706c0be,2023-06-17,-0.2346254492,7.2028226292
65709bbb119ba6d28706c0bf,2023-06-18,-0.2985995005,6.1092416182
65709bbb119ba6d28706c0c0,2023-06-19,-0.0505755258,10.8188619708
65709bbb119ba6d28706c0c1,2023-06-20,-0.0904479385,9.0982526042
65709bbb119ba6d28706c0c2,2023-06-21,-0.0958841275,5.6290770708
65709bbb119ba6d28706c0c3,2023-06-22,-0.0431846431,9.7671145667
65709bbb119ba6d28706c0c4,2023-06-23,-0.0340755558,8.0270609417
65709bbb119ba6d28706c0c5,2023-06-24,-0.1208372878,7.192069975
65709bbb119ba6d28706c0c6,2023-06-25,-0.0039338591,8.4387094854
65709bbb119ba6d28706c0c7,2023-06-26,-0.2916565854,5.5963709833
65709bbb119ba6d28706c0c8,2023-06-27,-0.2690922875,5.083691725
65709bbb119ba6d28706c0c9,2023-06-28,-0.2488568192,7.6887096542
65709bbb119ba6d28706c0ca,2023-06-29,-0.0960960637,8.8873207708
65709bbb119ba6d28706c0cb,2023-06-30,-0.1519130491,12.1251987059
65709bbb119ba6d28706c0cc,2023-07-01,-0.244537415,9.0502688125
65709bbb119ba6d28706c0cd,2023-07-02,-0.2083832046,7.0060932625
65709bbb119ba6d28706c0ce,2023-07-03,-0.1347246625,7.218862075
65709bbb119ba6d28706c0cf,2023-07-04,-0.1918309746,10.0290322792
65709bbb119ba6d28706c0d0,2023-07-05,-0.254618229,6.6585125542
65709bbb119ba6d28706c0d1,2023-07-06,-0.2706388396,9.7370922083
65709bbb119ba6d28706c0d2,2023-07-07,-0.1795604993,13.88213375
65709bbb119ba6d28706c0d3,2023-07-08,-0.2322606458,8.0037634375
65709bbb119ba6d28706c0d4,2023-07-09,-0.2305058571,7.4232973333
65709bbb119ba6d28706c0d5,2023-07-10,-0.1222780109,12.6432348458
65709bbb119ba6d28706c0d6,2023-07-11,-0.0917117852,17.9569391667
65709bbb119ba6d28706c0d7,2023-07-12,-0.1261791971,18.5505375417
65709bbb119ba6d28706c0d8,2023-07-13,-0.0090740839,15.5421594583
65709bbb119ba6d28706c0d9,2023-07-14,-0.1101408865,11.6781361458
65709bbb119ba6d28706c0da,2023-07-15,-0.2555006035,11.2299731792
65709bbb119ba6d28706c0db,2023-07-16,-0.2653032288,11.5215502292
65709bbb119ba6d28706c0dc,2023-07-17,-0.1613967912,15.777688
65709bbb119ba6d28706c0dd,2023-07-18,-0.1157239638,13.9353493333
65709bbb119ba6d28706c0de,2023-07-19,-0.1096467565,13.1913082083
65709bbb119ba6d28706c0df,2023-07-20,-0.1991594781,5.7514874417
65709bbb119ba6d28706c0e0,2023-07-21,-0.2987747529,7.0514785208
65709bbb119ba6d28706c0e1,2023-07-22,-0.1002116104,16.0732525833
65709bbb119ba6d28706c0e2,2023-07-23,-0.2124675297,14.9433692083
65709bbb119ba6d28706c0e3,2023-07-24,-0.1568747462,13.6539426667
65709bbb119ba6d28706c0e4,2023-07-25,-0.1756231195,13.418518375
65709bbb119ba6d28706c0e5,2023-07-26,-0.2607012427,10.7498656833
65709bbb119ba6d28706c0e6,2023-07-27,-0.1841986891,8.0128584583
65709bbb119ba6d28706c0e7,2023-07-28,-0.1397958189,9.8121863
65709bbb119ba6d28706c0e8,2023-07-29,-0.064822658,13.7363350417
65709bbb119ba6d28706c0e9,2023-07-30,-0.2113124902,8.3536290208
65709bbb119ba6d28706c0ea,2023-07-31,-0.2073388048,6.6986110917
65709bbb119ba6d28706c0eb,2023-08-01,-0.1531733624,5.9969981917
65709bbb119ba6d28706c0ec,2023-08-02,-0.1908549334,7.0056899458
65709bbb119ba6d28706c0ed,2023-08-03,-0.153590325,7.3306452042
65709bbb119ba6d28706c0ee,2023-08-04,-0.1848510835,5.6377688917
65709bbb119ba6d28706c0ef,2023-08-05,-0.2055654618,4.148028675
65709bbb119ba6d28706c0f0,2023-08-06,-0.2575806562,4.2033057667
65709bbb119ba6d28706c0f1,2023-08-07,-0.2456440988,6.2049283833
65709bbb119ba6d28706c0f2,2023-08-08,-0.1603167311,7.4520609917
65709bbb119ba6d28706c0f3,2023-08-09,-0.2093065867,8.3412186083
65709bbb119ba6d28706c0f4,2023-08-10,-0.2248795742,10.8811379333
65709bbb119ba6d28706c0f5,2023-08-11,-0.2330050567,10.2135304208
65709bbb119ba6d28706c0f6,2023-08-12,-0.2107494775,7.7370968125
65709bbb119ba6d28706c0f7,2023-08-13,-0.2472853679,8.2047043167
65709bbb119ba6d28706c0f8,2023-08-14,-0.2053895425,9.5263441083
65709bbb119ba6d28706c0f9,2023-08-15,-0.1583312072,10.949059125
65709bbb119ba6d28706c0fa,2023-08-16,-0.1718219326,14.2033153333
65709bbb119ba6d28706c0fb,2023-08-17,-0.1741581424,9.7108423167
65709bbb119ba6d28706c0fc,2023-08-18,-0.1173000032,7.6004480875
65709bbb119ba6d28706c0fd,2023-08-19,-0.1317809041,9.7662185292
65709bbb119ba6d28706c0fe,2023-08-20,-0.1746679285,9.7873654167
65709bbb119ba6d28706c0ff,2023-08-21,-0.1992570759,7.1768266167
65709bbb119ba6d28706c100,2023-08-22,-0.0746811661,6.8436379625
65709bbb119ba6d28706c101,2023-08-23,-0.2260976891,5.0951612417
65709bbb119ba6d28706c102,2023-08-24,-0.1815240324,6.3457437458
65709bbb119ba6d28706c103,2023-08-25,-0.2281033664,4.5960573042
65709bbb119ba6d28706c104,2023-08-26,-0.1497661636,5.279659425
65709bbb119ba6d28706c105,2023-08-27,-0.1862591167,4.2341397625
65709bbb119ba6d28706c106,2023-08-28,-0.2177285871,4.1064516125
65709bbb119ba6d28706c107,2023-08-29,-0.1380355657,5.5496415208
65709bbb119ba6d28706c108,2023-08-30,-0.1992018426,4.2730735
65709bbb119ba6d28706c109,2023-08-31,-0.2273174007,5.0887096792
65709bbb119ba6d28706c10a,2023-09-01,-0.2670607092,3.4886648833
65709bbb119ba6d28706c10b,2023-09-02,-0.2259861254,3.1002688083
65709bbb119ba6d28706c10c,2023-09-03,-0.238942895,2.73548385
65709bbb119ba6d28706c10d,2023-09-04,-0.2657446021,6.544668475
65709bbb119ba6d28706c10e,2023-09-05,-0.2546931375,8.2180556708
65709bbb119ba6d28706c10f,2023-09-06,-0.2541990158,6.5634408542
65709bbb119ba6d28706c110,2023-09-07,-0.2600092283,5.2744623875
65709bbb119ba6d28706c111,2023-09-08,-0.2662083629,5.2952060625
65709bbb119ba6d28706c112,2023-09-09,-0.2385347117,4.9153226
65709bbb119ba6d28706c113,2023-09-10,-0.3020458946,3.8738799083
65709bbb119ba6d28706c114,2023-09-11,-0.29157837,3.5413530458
65709bbb119ba6d28706c115,2023-09-12,-0.1892549836,3.8901433875
65709bbb119ba6d28706c116,2023-09-13,-0.0969283404,5.3422501542
65709bbb119ba6d28706c117,2023-09-14,-0.1832606633,5.7099462417
65709bbb119ba6d28706c118,2023-09-15,-0.2695523933,4.1042562708
65709bbb119ba6d28706c119,2023-09-16,-0.1936738623,3.2407705458
65709bbb119ba6d28706c11a,2023-09-17,-0.2757715787,1.9362007208
65709bbb119ba6d28706c11b,2023-09-18,-0.1586812207,5.3654122625
65709bbb119ba6d28706c11c,2023-09-19,-0.1753070534,6.589650525
65709bbb119ba6d28706c11d,2023-09-20,-0.2065141756,5.9323028792
65709bbb119ba6d28706c11e,2023-09-21,-0.2404718021,5.0294846792
65709bbb119ba6d28706c11f,2023-09-22,-0.2533532662,4.485976675
65709bbb119ba6d28706c120,2023-09-23,-0.1388615852,5.737276025
65709bbb119ba6d28706c121,2023-09-24,-0.2418144292,2.9760521
65709bbb119ba6d28706c122,2023-09-25,-0.1312791017,5.7344437583
65709bbb119ba6d28706c123,2023-09-26,-0.1961814934,5.4616039208
65709bbb119ba6d28706c124,2023-09-27,-0.3448056987,4.1323476833
65709bbb119ba6d28706c125,2023-09-28,-0.2952628185,3.7156362125
65709bbb119ba6d28706c126,2023-09-29,-0.3090400962,4.8681451875
65709bbb119ba6d28706c127,2023-09-30,-0.2826486438,4.7198029125
65709bbb119ba6d28706c128,2023-10-01,-0.3020734854,3.2649641375
65709bbb119ba6d28706c129,2023-10-02,-0.232638186,3.9336789917
65709bbb119ba6d28706c12a,2023-10-03,-0.2647224961,3.4599014208
65709bbb119ba6d28706c12b,2023-10-04,-0.3138769892,3.6918906417
65709bbb119ba6d28706c12c,2023-10-05,-0.3653112183,3.8147401542
65709bbb119ba6d28706c12d,2023-10-06,-0.2808811612,3.85080645
65709bbb119ba6d28706c12e,2023-10-07,-0.2377139996,5.1337813167
65709bbb119ba6d28706c12f,2023-10-08,-0.1756631062,3.4968189792
65709bbb119ba6d28706c130,2023-10-09,-0.1810730409,4.8741487958
65709bbb119ba6d28706c131,2023-10-10,-0.3128113678,6.4404227043
65709bbb119ba6d28706c132,2023-10-11,-0.2611120272,4.2550627583
65709bbb119ba6d28706c133,2023-10-12,-0.3372045932,4.1839157833
65709bbb119ba6d28706c134,2023-10-13,-0.2714228225,6.6601702042
65709bbb119ba6d28706c135,2023-10-14,-0.2963277717,6.29968645
65709bbb119ba6d28706c136,2023-10-15,-0.3903660671,2.7834229458
65709bbb119ba6d28706c137,2023-10-16,-0.2992848967,3.5329749417
65709bbb119ba6d28706c138,2023-10-17,-0.2049306142,3.3894713529
65709bbb119ba6d28706c139,2023-10-18,-0.2390413938,7.8459229292
65709bbb119ba6d28706c13a,2023-10-19,-0.3793313796,4.458251025
65709bbb119ba6d28706c13b,2023-10-20,-0.4528932012,3.01330645
65709bbb119ba6d28706c13c,2023-10-21,-0.3691740071,5.8221774667
65709bbb119ba6d28706c13d,2023-10-22,-0.3920530067,4.9120072042
65709bbb119ba6d28706c13e,2023-10-23,-0.1911982113,7.2184588417
65709bbb119ba6d28706c13f,2023-10-24,-0.2046822214,6.8044355933
65709bbb119ba6d28706c140,2023-10-25,-0.3464334869,4.5388888833
65709bbb119ba6d28706c141,2023-10-26,-0.323632655,3.8927419042
65709bbb119ba6d28706c142,2023-10-27,-0.3910278379,5.07043015
65709bbb119ba6d28706c143,2023-10-28,-0.4275648812,5.2518817
65709bbb119ba6d28706c144,2023-10-29,-0.4558740817,3.6502688083
65709bbb119ba6d28706c145,2023-10-30,-0.3360130088,4.5557795625
65709bbb119ba6d28706c146,2023-10-31,-0.4171938717,3.9946236625
65709bbb119ba6d28706c147,2023-11-01,-0.3637001446,4.9338554958
65709bbb119ba6d28706c148,2023-11-02,-0.3596085101,7.253763425
65709bbb119ba6d28706c149,2023-11-03,-0.4194049379,2.8355769292
65709bbb119ba6d28706c14a,2023-11-04,-0.4291853371,3.4546594875
65709bbb119ba6d28706c14b,2023-11-05,-0.4553106146,4.2142024875
65709bbb119ba6d28706c14c,2023-11-06,-0.4232717921,5.9809715917
65709bbb119ba6d28706c14d,2023-11-07,-0.3885455296,4.0546146833
65709bbb119ba6d28706c14e,2023-11-08,-0.4002358062,3.3905081875
65709bbb119ba6d28706c14f,2023-11-09,-0.3441610323,5.7376414779
65709bbb119ba6d28706c150,2023-11-10,-0.4287327438,7.8588261417
65709bbb119ba6d28706c151,2023-11-11,-0.3750397333,3.8711469875
65709bbb119ba6d28706c152,2023-11-12,-0.4167092079,4.7875000083
65709bbb119ba6d28706c153,2023-11-13,-0.4257023792,4.8426971417
65709bbb119ba6d28706c154,2023-11-14,-0.2702997008,9.8225807958
65709bbb119ba6d28706c155,2023-11-15,-0.2986709844,9.2461917583
65709bbb119ba6d28706c156,2023-11-16,-0.3110219339,5.506586075
65709bbb119ba6d28706c157,2023-11-17,-0.33415396,6.1132168167
65709bbb119ba6d28706c158,2023-11-18,-0.3330479271,3.9697132208
65709bbb119ba6d28706c159,2023-11-19,-0.339662154,6.1064963958
65709bbb119ba6d28706c15a,2023-11-20,-0.3762620338,6.2821684083
65709bbb119ba6d28706c15b,2023-11-21,-0.3553264546,9.2249552667
65709bbb119ba6d28706c15c,2023-11-22,-0.4264814233,5.2366039083
65709bbb119ba6d28706c15d,2023-11-23,-0.4532283404,5.264247275
65709bbb119ba6d28706c15e,2023-11-24,-0.4167826604,4.4295250542
65709bbb119ba6d28706c15f,2023-11-25,-0.2017865243,6.2248208208
65709bbb119ba6d28706c160,2023-11-26,-0.2925598958,3.7802867458
65709bbb119ba6d28706c161,2023-11-27,-0.2786195962,8.3461918975
65709bbb119ba6d28706c162,2023-11-28,-0.2947011332,4.625716875
65709bbb119ba6d28706c163,2023-11-29,-0.3698257079,5.1181898792
65709bbb119ba6d28706c164,2023-11-30,-0.3665745538,7.0517651917
65709bbb119ba6d28706c165,2023-12-01,-0.3990790357,8.3106711792
65709bbb119ba6d28706c166,2023-12-02,-0.3701223383,6.3762544625
65709bbb119ba6d28706c167,2023-12-03,-0.4778219704,5.1753970375
65709bbb119ba6d28706c168,2023-12-04,-0.4169081042,5.6720878208
65709bbb119ba6d28706c169,2023-12-05,-0.4381187521,6.8525547
65709bbb119ba6d28706c16a,2023-12-06,-0.4453208347,10.8546806294
